rid,Root.word,Rating
R2701,better,Moderate
R2701,protect,Moderate
R2701,differ,Moderate
R2701,face,None
R2701,excess,Moderate
R2701,relate,Weak
R2701,reduce,Strong
R2767,worse,Strong
R2767,determinant,Strong
R2767,response,Moderate
R2767,decrease,Strong
R2767,higher,Moderate
R2767,risk,Moderate
R2767,likelihood,Moderate
R2767,greater,Moderate
R2767,due,Strong
R2767,correlate,Weak
R2767,face,Moderate
R2767,associate,Weak
R2767,consistent,Moderate
R2767,decline,Strong
R2767,excess,Moderate
R2767,protect,Strong
R2767,prevent,Strong
R2767,produce,Strong
R2767,increase,Moderate
R2767,twice,Moderate
R2767,explain,Moderate
R2767,lead,Strong
R2767,influence,Strong
R2767,benefit,Moderate
R2767,risk factor,Moderate
R2767,alter,Moderate
R2767,vary,Moderate
R2767,differ,Moderate
R2767,elevate,Strong
R2767,maintain,Moderate
R2767,improve,Strong
R2767,confer,Strong
R2767,likely,Weak
R2767,appear,Weak
R2767,compare,Moderate
R2767,better,Strong
R2767,factor,Moderate
R2767,change,Strong
R2767,reveal,Moderate
R2767,relate,Moderate
R2767,effective,Moderate
R2767,demonstrate,Moderate
R2767,encourage,Moderate
R2767,attribute,Strong
R2767,impact,Strong
R2767,result,Strong
R2767,achieve,Strong
R2767,trend,Weak
R2767,predict,Weak
R2767,lower,Moderate
R2767,reduce,Strong
R2767,contribute,Strong
R2767,indicate,Moderate
R2767,enhance,Moderate
R2767,effect,Strong
R2767,cause,Strong
R2767,present,Moderate
R2767,similar,Moderate
R2767,occur,Moderate
R2767,experience,Moderate
R2767,observe,Weak
R2767,less,Moderate
R2767,affect,Strong
R2767,precede,Moderate
R2767,link,Moderate
R2767,role,Strong
R2767,marker,Weak
R2835,reveal,Moderate
R2835,enhance,Moderate
R2835,compare,Weak
R2835,protect,Strong
R2835,improve,Moderate
R2835,result,Strong
R2835,less,Weak
R2835,prevent,Strong
R2835,maintain,Weak
R2835,relate,None
R2835,similar,Weak
R2835,associate,None
R2835,factor,Moderate
R2835,elevate,Moderate
R2835,occur,Weak
R2835,encourage,Weak
R2835,excess,Moderate
R2835,role,Weak
R2835,predict,Moderate
R2835,better,Moderate
R2835,likely,Weak
R2835,benefit,Weak
R2835,demonstrate,Weak
R2835,lead,Strong
R2835,decrease,Strong
R2835,effective,Strong
R2835,decline,Strong
R2835,trend,Weak
R2835,risk factor,Moderate
R2835,contribute,Weak
R2835,observe,None
R2835,higher,Moderate
R2835,change,Moderate
R2835,indicate,Weak
R2835,present,Weak
R2835,lower,Strong
R2835,produce,Moderate
R2835,marker,Moderate
R2835,consistent,Weak
R2835,attribute,Strong
R2835,achieve,Strong
R2835,influence,Strong
R2835,determinant,Moderate
R2835,response,Moderate
R2835,experience,Moderate
R2835,link,Moderate
R2835,due,Moderate
R2835,impact,Strong
R2835,face,Strong
R2835,risk,Strong
R2835,twice,Moderate
R2835,alter,Moderate
R2835,reduce,Strong
R2835,appear,Weak
R2835,affect,Strong
R2835,precede,Strong
R2835,worse,Moderate
R2835,cause,Strong
R2835,greater,Moderate
R2835,effect,Strong
R2835,increase,Strong
R2835,differ,Weak
R2835,explain,Strong
R2835,confer,Moderate
R2835,likelihood,Weak
R2835,vary,Weak
R2835,correlate,None
R3018,present,Moderate
R3018,correlate,Weak
R3018,likely,Weak
R3018,factor,Moderate
R3018,associate,None
R3018,explain,Strong
R3018,attribute,Strong
R3018,contribute,Moderate
R3018,risk,Moderate
R3018,likelihood,Weak
R3018,alter,Strong
R3018,link,Weak
R3018,result,Strong
R3018,higher,Moderate
R3018,better,None
R3018,maintain,Weak
R3018,protect,Strong
R3018,change,Strong
R3018,predict,Moderate
R3018,decline,Weak
R3018,produce,Strong
R3018,observe,None
R3018,excess,Weak
R3018,effect,Strong
R3018,cause,Strong
R3018,achieve,Strong
R3018,less,Weak
R3018,decrease,Weak
R3018,demonstrate,Weak
R3018,enhance,Moderate
R3018,elevate,Moderate
R3018,precede,None
R3018,appear,Weak
R3018,vary,None
R3018,differ,None
R3018,occur,Weak
R3018,benefit,Strong
R3018,marker,None
R3018,face,Weak
R3018,response,Strong
R3018,effective,Strong
R3018,determinant,Strong
R3018,impact,Moderate
R3018,consistent,None
R3018,experience,Weak
R3018,improve,Strong
R3018,encourage,Moderate
R3018,confer,Moderate
R3018,worse,None
R3018,reveal,None
R3018,twice,None
R3018,role,Weak
R3018,trend,None
R3018,similar,None
R3018,risk factor,Weak
R3018,greater,None
R3018,prevent,Strong
R3018,due,Strong
R3018,relate,Moderate
R3018,compare,None
R3018,indicate,Weak
R3018,increase,Moderate
R3018,lower,None
R3018,affect,Strong
R3018,influence,Moderate
R3018,reduce,Strong
R3018,lead,Weak
R3107,encourage,Moderate
R3107,affect,Strong
R3107,worse,Weak
R3107,higher,Weak
R3107,change,Strong
R3107,due,Strong
R3107,maintain,Moderate
R3107,greater,Weak
R3107,elevate,Strong
R3107,precede,None
R3107,decline,Weak
R3107,link,Weak
R3107,result,Strong
R3107,demonstrate,Weak
R3107,protect,Strong
R3107,decrease,Strong
R3107,less,Weak
R3107,trend,None
R3107,produce,Strong
R3107,compare,None
R3107,better,Weak
R3107,relate,Weak
R3107,face,None
R3107,factor,Weak
R3107,observe,None
R3107,risk factor,Weak
R3107,lower,Weak
R3107,determinant,Moderate
R3107,twice,Weak
R3107,alter,Strong
R3107,present,None
R3107,contribute,Strong
R3107,risk,Moderate
R3107,consistent,None
R3107,prevent,Strong
R3107,attribute,Strong
R3107,reduce,Strong
R3107,role,None
R3107,enhance,Strong
R3107,excess,Moderate
R3107,likelihood,None
R3107,achieve,None
R3107,similar,Weak
R3107,marker,Weak
R3107,increase,Strong
R3107,occur,None
R3107,reveal,None
R3107,effective,Strong
R3107,associate,Weak
R3107,predict,Weak
R3107,correlate,Weak
R3107,improve,Strong
R3107,effect,Strong
R3107,lead,Strong
R3107,likely,None
R3107,differ,None
R3107,vary,None
R3107,impact,Moderate
R3107,cause,Strong
R3107,influence,Strong
R3107,appear,None
R3107,confer,None
R3107,explain,Moderate
R3107,experience,Weak
R3107,response,None
R3107,benefit,Moderate
R3107,indicate,None
R3251,associate,Weak
R3251,change,Weak
R3251,due,Strong
R3251,correlate,Weak
R3251,encourage,Moderate
R3251,reduce,Moderate
R3251,present,None
R3251,contribute,Strong
R3251,effective,Strong
R3251,alter,Moderate
R3251,indicate,Weak
R3251,role,Moderate
R3251,prevent,Strong
R3251,appear,None
R3251,response,None
R3251,predict,None
R3251,effect,Strong
R3251,differ,None
R3251,confer,Moderate
R3251,precede,Weak
R3251,improve,Moderate
R3251,benefit,Moderate
R3251,worse,Weak
R3251,twice,None
R3251,reveal,None
R3251,vary,None
R3251,likelihood,Weak
R3251,result,Strong
R3251,similar,Weak
R3251,less,Weak
R3251,compare,None
R3251,occur,None
R3251,link,Moderate
R3251,cause,Strong
R3251,determinant,Strong
R3251,decrease,Weak
R3251,achieve,None
R3251,consistent,None
R3251,protect,Strong
R3251,explain,Strong
R3251,influence,Moderate
R3251,decline,Weak
R3251,risk,Moderate
R3251,face,Weak
R3251,experience,None
R3251,elevate,Weak
R3251,marker,None
R3251,enhance,Weak
R3251,better,Weak
R3251,factor,Moderate
R3251,excess,Weak
R3251,higher,Weak
R3251,attribute,Strong
R3251,likely,None
R3251,risk factor,Weak
R3251,lead,Moderate
R3251,observe,None
R3251,trend,None
R3251,impact,Strong
R3251,increase,None
R3251,affect,Strong
R3251,maintain,Weak
R3251,relate,Weak
R3251,produce,Strong
R3251,demonstrate,None
R3251,lower,None
R3251,greater,None
R3626,maintain,Moderate
R3626,prevent,Moderate
R3626,demonstrate,Moderate
R3626,indicate,Moderate
R3626,change,Moderate
R3626,vary,Moderate
R3626,benefit,Strong
R3626,face,Weak
R3626,likely,Moderate
R3626,impact,Strong
R3626,elevate,Moderate
R3626,role,Moderate
R3626,observe,Moderate
R3626,confer,Weak
R3626,influence,Moderate
R3626,correlate,Moderate
R3626,higher,Moderate
R3626,protect,Strong
R3626,predict,Moderate
R3626,contribute,Strong
R3626,associate,Strong
R3626,reduce,Strong
R3626,consistent,Moderate
R3626,lead,Moderate
R3626,decline,Moderate
R3626,worse,Moderate
R3626,alter,Moderate
R3626,risk factor,Moderate
R3626,achieve,Weak
R3626,lower,Moderate
R3626,increase,Moderate
R3626,effect,Strong
R3626,attribute,Strong
R3626,appear,Moderate
R3626,marker,Moderate
R3626,reveal,Moderate
R3626,present,Moderate
R3626,risk,Strong
R3626,excess,Strong
R3626,result,Moderate
R3626,precede,Strong
R3626,encourage,Weak
R3626,trend,Strong
R3626,less,Moderate
R3626,due,Moderate
R3626,explain,Moderate
R3626,greater,Moderate
R3626,determinant,Strong
R3626,cause,Strong
R3626,affect,Strong
R3626,twice,Moderate
R3626,response,Strong
R3626,relate,Strong
R3626,improve,Moderate
R3626,likelihood,Moderate
R3626,link,Strong
R3626,produce,Weak
R3626,effective,Strong
R3626,differ,Moderate
R3626,better,Moderate
R3626,compare,Weak
R3626,similar,Weak
R3626,decrease,Moderate
R3626,experience,Weak
R3626,enhance,Weak
R3626,factor,Moderate
R3626,occur,Weak
R4130,vary,None
R4130,affect,Strong
R4130,consistent,None
R4130,worse,None
R4130,lead,Strong
R4130,explain,Strong
R4130,greater,None
R4130,indicate,Moderate
R4130,trend,None
R4130,effective,Strong
R4130,appear,Moderate
R4130,relate,Weak
R4130,likelihood,Weak
R4130,present,None
R4130,cause,Strong
R4130,produce,Strong
R4130,lower,Moderate
R4130,experience,None
R4130,enhance,Strong
R4130,encourage,Moderate
R4130,similar,None
R4130,alter,Strong
R4130,response,Moderate
R4130,prevent,Strong
R4130,benefit,Strong
R4130,face,None
R4130,higher,None
R4130,risk factor,Strong
R4130,achieve,Strong
R4130,determinant,Strong
R4130,reduce,Strong
R4130,elevate,Strong
R4130,confer,Strong
R4130,excess,Moderate
R4130,differ,Weak
R4130,better,Weak
R4130,decrease,Strong
R4130,effect,Strong
R4130,due,Moderate
R4130,predict,Strong
R4130,increase,Strong
R4130,decline,Strong
R4130,demonstrate,Strong
R4130,marker,Strong
R4130,less,Weak
R4130,associate,Weak
R4130,compare,None
R4130,factor,Weak
R4130,influence,Strong
R4130,link,Strong
R4130,likely,Weak
R4130,risk,Moderate
R4130,twice,None
R4130,correlate,None
R4130,maintain,Moderate
R4130,reveal,Strong
R4130,improve,Strong
R4130,contribute,Moderate
R4130,attribute,Strong
R4130,impact,Strong
R4130,occur,None
R4130,observe,None
R4130,result,Strong
R4130,role,Moderate
R4130,protect,Strong
R4130,change,Strong
R4130,precede,Moderate
R4232,face,Weak
R4232,attribute,Strong
R4232,elevate,Moderate
R4232,improve,Strong
R4232,differ,Weak
R4232,experience,Moderate
R4232,maintain,Moderate
R4232,appear,Strong
R4232,decrease,Moderate
R4232,reduce,Moderate
R4232,risk,Weak
R4232,contribute,Strong
R4232,occur,Moderate
R4232,reveal,Moderate
R4232,marker,Weak
R4232,response,Moderate
R4232,predict,Weak
R4232,associate,Weak
R4232,lead,Strong
R4232,indicate,Moderate
R4232,less,Moderate
R4232,change,Moderate
R4232,lower,Moderate
R4232,increase,Moderate
R4232,encourage,None
R4232,confer,Weak
R4232,achieve,Weak
R4232,correlate,Weak
R4232,likelihood,Weak
R4232,risk factor,Moderate
R4232,affect,Strong
R4232,better,Moderate
R4232,vary,Weak
R4232,determinant,Strong
R4232,decline,Moderate
R4232,factor,Moderate
R4232,benefit,Strong
R4232,twice,Moderate
R4232,relate,Moderate
R4232,role,Moderate
R4232,explain,Moderate
R4232,protect,Strong
R4232,similar,Moderate
R4232,observe,Weak
R4232,higher,Moderate
R4232,precede,Moderate
R4232,effect,Strong
R4232,compare,Weak
R4232,due,Strong
R4232,demonstrate,Weak
R4232,effective,Strong
R4232,excess,Moderate
R4232,likely,Weak
R4232,impact,Strong
R4232,trend,Moderate
R4232,consistent,Moderate
R4232,enhance,Moderate
R4232,prevent,Strong
R4232,link,Weak
R4232,influence,Strong
R4232,greater,Moderate
R4232,result,Weak
R4232,cause,Strong
R4232,alter,Moderate
R4232,worse,Moderate
R4232,present,Weak
R4232,produce,Weak
R4829,encourage,Strong
R4829,lead,Strong
R4829,contribute,Moderate
R4829,change,Moderate
R4829,excess,Moderate
R4829,likelihood,Strong
R4829,influence,Strong
R4829,reveal,Moderate
R4829,occur,None
R4829,precede,Weak
R4829,link,None
R4829,indicate,None
R4829,improve,Moderate
R4829,due,Moderate
R4829,explain,Weak
R4829,produce,Strong
R4829,demonstrate,None
R4829,likely,None
R4829,cause,Strong
R4829,face,Weak
R4829,protect,Strong
R4829,greater,None
R4829,maintain,Weak
R4829,effective,Strong
R4829,higher,None
R4829,affect,Strong
R4829,decline,Weak
R4829,similar,Weak
R4829,lower,Weak
R4829,achieve,Strong
R4829,marker,Weak
R4829,risk factor,Moderate
R4829,risk,Weak
R4829,impact,Strong
R4829,twice,Weak
R4829,result,Strong
R4829,predict,Weak
R4829,less,Weak
R4829,role,Moderate
R4829,present,Weak
R4829,differ,None
R4829,enhance,Strong
R4829,observe,None
R4829,alter,Weak
R4829,attribute,Strong
R4829,consistent,None
R4829,increase,Moderate
R4829,confer,Strong
R4829,correlate,None
R4829,decrease,Moderate
R4829,response,Strong
R4829,worse,None
R4829,experience,None
R4829,prevent,Strong
R4829,benefit,Strong
R4829,appear,Moderate
R4829,effect,Strong
R4829,associate,None
R4829,compare,Weak
R4829,vary,None
R4829,trend,Weak
R4829,factor,Strong
R4829,relate,Weak
R4829,better,Weak
R4829,reduce,Strong
R4829,elevate,Weak
R4829,determinant,Strong
R4879,affect,Moderate
R4879,effective,Moderate
R4879,appear,Weak
R4879,elevate,Moderate
R4879,demonstrate,Weak
R4879,reveal,Weak
R4879,improve,Moderate
R4879,trend,None
R4879,effect,Moderate
R4879,factor,Moderate
R4879,maintain,Weak
R4879,less,Weak
R4879,lower,Weak
R4879,experience,Weak
R4879,result,Moderate
R4879,differ,Weak
R4879,higher,Weak
R4879,precede,Moderate
R4879,confer,Weak
R4879,vary,None
R4879,protect,Moderate
R4879,attribute,Moderate
R4879,excess,Moderate
R4879,better,Weak
R4879,consistent,None
R4879,risk factor,Moderate
R4879,marker,Weak
R4879,increase,Weak
R4879,correlate,None
R4879,reduce,Weak
R4879,face,None
R4879,produce,Weak
R4879,observe,Weak
R4879,alter,Moderate
R4879,greater,Weak
R4879,likelihood,Moderate
R4879,lead,Moderate
R4879,predict,Weak
R4879,decrease,Weak
R4879,worse,Weak
R4879,enhance,Moderate
R4879,decline,Weak
R4879,encourage,None
R4879,relate,None
R4879,benefit,Strong
R4879,twice,Moderate
R4879,contribute,Weak
R4879,cause,Strong
R4879,likely,Moderate
R4879,present,Weak
R4879,indicate,Weak
R4879,change,Weak
R4879,compare,Moderate
R4879,impact,Moderate
R4879,prevent,Moderate
R4879,occur,None
R4879,similar,None
R4879,role,Weak
R4879,due,Strong
R4879,achieve,Moderate
R4879,link,Weak
R4879,risk,Moderate
R4879,determinant,Strong
R4879,response,Weak
R4879,influence,Weak
R4879,explain,Moderate
R4879,associate,Weak
R5684,trend,None
R5684,greater,Strong
R5684,compare,Moderate
R5684,maintain,Moderate
R5684,demonstrate,Strong
R5684,enhance,Strong
R5684,precede,Moderate
R5684,associate,Moderate
R5684,impact,Strong
R5684,correlate,None
R5684,higher,Strong
R5684,factor,Moderate
R5684,reveal,Strong
R5684,prevent,Moderate
R5684,effect,Strong
R5684,effective,Strong
R5684,cause,Strong
R5684,lead,Strong
R5684,confer,Moderate
R5684,elevate,Moderate
R5684,experience,Moderate
R5684,result,Moderate
R5684,likely,Weak
R5684,better,Weak
R5684,achieve,Moderate
R5684,predict,Strong
R5684,link,Weak
R5684,role,Moderate
R5684,likelihood,Moderate
R5684,encourage,Moderate
R5684,increase,Moderate
R5684,protect,Moderate
R5684,due,Strong
R5684,benefit,Moderate
R5684,decline,Strong
R5684,similar,Moderate
R5684,decrease,Strong
R5684,risk factor,Moderate
R5684,indicate,Moderate
R5684,relate,Moderate
R5684,determinant,Strong
R5684,contribute,Moderate
R5684,observe,Moderate
R5684,reduce,Strong
R5684,produce,Strong
R5684,affect,Strong
R5684,explain,Strong
R5684,lower,Moderate
R5684,face,Weak
R5684,risk,Moderate
R5684,occur,Strong
R5684,differ,Moderate
R5684,change,Moderate
R5684,alter,Moderate
R5684,response,Moderate
R5684,appear,Weak
R5684,less,Strong
R5684,present,Strong
R5684,attribute,Moderate
R5684,influence,Moderate
R5684,consistent,Weak
R5684,vary,Moderate
R5684,improve,Moderate
R5684,marker,Moderate
R5684,twice,Weak
R5684,worse,Moderate
R5684,excess,Moderate
R5730,relate,Weak
R5730,risk factor,Moderate
R5730,elevate,Moderate
R5730,better,Strong
R5730,similar,Weak
R5730,trend,Weak
R5730,link,Weak
R5730,response,Strong
R5730,effect,Strong
R5730,decline,Strong
R5730,correlate,None
R5730,precede,Moderate
R5730,impact,Strong
R5730,protect,Moderate
R5730,explain,Strong
R5730,greater,Moderate
R5730,marker,Moderate
R5730,achieve,None
R5730,risk,Moderate
R5730,determinant,Strong
R5730,experience,Moderate
R5730,observe,None
R5730,increase,Strong
R5730,compare,Weak
R5730,appear,Weak
R5730,change,Weak
R5730,contribute,Moderate
R5730,benefit,Strong
R5730,factor,Moderate
R5730,consistent,None
R5730,enhance,Weak
R5730,lead,Strong
R5730,encourage,None
R5730,effective,Strong
R5730,decrease,Strong
R5730,twice,None
R5730,improve,Moderate
R5730,likely,Weak
R5730,worse,Strong
R5730,occur,None
R5730,cause,Strong
R5730,affect,Strong
R5730,reveal,None
R5730,present,None
R5730,associate,Moderate
R5730,influence,Moderate
R5730,differ,None
R5730,indicate,Weak
R5730,face,Weak
R5730,lower,Moderate
R5730,predict,Moderate
R5730,result,Strong
R5730,higher,Moderate
R5730,maintain,None
R5730,likelihood,Moderate
R5730,confer,Strong
R5730,excess,Strong
R5730,role,Weak
R5730,prevent,Strong
R5730,demonstrate,None
R5730,alter,Weak
R5730,less,Weak
R5730,attribute,Strong
R5730,due,Strong
R5730,vary,None
R5730,produce,Moderate
R5730,reduce,Strong
R5941,present,None
R5941,lower,Moderate
R5941,similar,None
R5941,trend,None
R5941,explain,Strong
R5941,cause,Strong
R5941,achieve,Moderate
R5941,response,Moderate
R5941,lead,Strong
R5941,reduce,Strong
R5941,alter,Moderate
R5941,vary,Weak
R5941,affect,Strong
R5941,effective,Strong
R5941,enhance,Moderate
R5941,associate,None
R5941,encourage,Weak
R5941,greater,Weak
R5941,face,Weak
R5941,improve,Moderate
R5941,benefit,Moderate
R5941,link,Weak
R5941,occur,None
R5941,correlate,None
R5941,elevate,Moderate
R5941,risk,Moderate
R5941,better,Weak
R5941,role,Moderate
R5941,higher,Weak
R5941,determinant,Strong
R5941,result,Strong
R5941,relate,Weak
R5941,attribute,Strong
R5941,reveal,None
R5941,marker,Weak
R5941,prevent,Strong
R5941,factor,Weak
R5941,risk factor,Moderate
R5941,predict,Moderate
R5941,decrease,Strong
R5941,effect,Strong
R5941,twice,Weak
R5941,contribute,Strong
R5941,due,Strong
R5941,increase,Moderate
R5941,impact,Strong
R5941,likely,None
R5941,differ,None
R5941,produce,Strong
R5941,indicate,Moderate
R5941,excess,Weak
R5941,consistent,None
R5941,likelihood,Weak
R5941,demonstrate,Weak
R5941,less,Weak
R5941,worse,Weak
R5941,influence,Moderate
R5941,compare,None
R5941,experience,None
R5941,observe,None
R5941,protect,Strong
R5941,confer,Moderate
R5941,appear,None
R5941,maintain,Weak
R5941,change,Weak
R5941,decline,Moderate
R5941,precede,Moderate
R6132,vary,Weak
R6132,present,None
R6132,maintain,Weak
R6132,response,Moderate
R6132,determinant,Weak
R6132,reduce,Strong
R6132,worse,Weak
R6132,alter,Strong
R6132,associate,None
R6132,decline,Moderate
R6132,higher,Moderate
R6132,enhance,Moderate
R6132,result,Strong
R6132,produce,Strong
R6132,indicate,Weak
R6132,face,Weak
R6132,consistent,Weak
R6132,factor,Moderate
R6132,decrease,Strong
R6132,precede,Moderate
R6132,cause,Strong
R6132,impact,Strong
R6132,role,Moderate
R6132,lead,Strong
R6132,relate,Moderate
R6132,trend,Weak
R6132,appear,Weak
R6132,twice,Moderate
R6132,observe,None
R6132,reveal,Weak
R6132,effect,Strong
R6132,greater,Strong
R6132,marker,Weak
R6132,lower,Moderate
R6132,confer,Strong
R6132,occur,Moderate
R6132,predict,Moderate
R6132,elevate,Strong
R6132,due,Strong
R6132,correlate,Moderate
R6132,contribute,Moderate
R6132,risk,Moderate
R6132,demonstrate,Weak
R6132,benefit,Moderate
R6132,experience,Moderate
R6132,affect,Strong
R6132,differ,Moderate
R6132,effective,Strong
R6132,less,Moderate
R6132,likely,Weak
R6132,excess,Moderate
R6132,likelihood,Weak
R6132,encourage,Moderate
R6132,risk factor,Moderate
R6132,similar,Weak
R6132,explain,Moderate
R6132,achieve,Weak
R6132,link,Moderate
R6132,influence,Strong
R6132,improve,Moderate
R6132,compare,Weak
R6132,prevent,Strong
R6132,better,Moderate
R6132,change,Strong
R6132,attribute,Moderate
R6132,increase,Strong
R6132,protect,Strong
R6400,precede,Weak
R6400,confer,Weak
R6400,higher,Strong
R6400,explain,Moderate
R6400,benefit,Weak
R6400,achieve,Strong
R6400,associate,Moderate
R6400,indicate,Moderate
R6400,better,Weak
R6400,lead,Moderate
R6400,worse,Moderate
R6400,lower,Strong
R6400,change,Moderate
R6400,consistent,Moderate
R6400,effective,Moderate
R6400,likelihood,Weak
R6400,enhance,None
R6400,reveal,None
R6400,affect,Strong
R6400,trend,Weak
R6400,differ,Moderate
R6400,correlate,None
R6400,less,Moderate
R6400,predict,Strong
R6400,role,Weak
R6400,impact,Moderate
R6400,occur,None
R6400,improve,Moderate
R6400,similar,Moderate
R6400,greater,Moderate
R6400,present,None
R6400,vary,Weak
R6400,increase,Moderate
R6400,decrease,Weak
R6400,determinant,Moderate
R6400,encourage,None
R6400,protect,Strong
R6400,result,Moderate
R6400,risk factor,Strong
R6400,cause,Strong
R6400,decline,Moderate
R6400,produce,None
R6400,contribute,Moderate
R6400,response,None
R6400,demonstrate,Weak
R6400,relate,Moderate
R6400,likely,None
R6400,due,Weak
R6400,link,Weak
R6400,marker,Moderate
R6400,appear,None
R6400,attribute,Strong
R6400,factor,Strong
R6400,prevent,Strong
R6400,observe,Weak
R6400,twice,None
R6400,reduce,Strong
R6400,experience,None
R6400,alter,Moderate
R6400,influence,Moderate
R6400,face,None
R6400,risk,None
R6400,elevate,Moderate
R6400,excess,Strong
R6400,effect,Moderate
R6400,maintain,None
R6400,compare,None
R6498,produce,Strong
R6498,determinant,Moderate
R6498,higher,Weak
R6498,achieve,Strong
R6498,alter,Strong
R6498,enhance,Strong
R6498,consistent,None
R6498,likely,Weak
R6498,risk factor,Weak
R6498,vary,None
R6498,indicate,Moderate
R6498,influence,Strong
R6498,better,Moderate
R6498,encourage,Moderate
R6498,greater,Moderate
R6498,change,Strong
R6498,correlate,Weak
R6498,due,Strong
R6498,likelihood,Weak
R6498,factor,Weak
R6498,improve,Strong
R6498,increase,Moderate
R6498,benefit,Strong
R6498,response,Moderate
R6498,experience,Weak
R6498,lower,Weak
R6498,protect,Strong
R6498,attribute,Strong
R6498,effective,Strong
R6498,impact,Strong
R6498,compare,Weak
R6498,role,Weak
R6498,elevate,Moderate
R6498,decline,Moderate
R6498,predict,Weak
R6498,trend,Weak
R6498,occur,Weak
R6498,less,Weak
R6498,present,Weak
R6498,lead,Strong
R6498,face,Weak
R6498,risk,Weak
R6498,explain,Strong
R6498,reveal,Weak
R6498,reduce,Strong
R6498,observe,Weak
R6498,precede,None
